Variables ->,ln_y_star,ln_y_star_sm,ln_ipei,ln_ipei_sa,ln_cpi_nosub,y,ln_y,ln_y_sa,ln_y_sm,ln_cpi_sub,ln_cpi_sub_sa,s,s_sa,ln_s,bm,bm_sa,ln_bm,ln_bm_sa,ln_cpi,ln_z,ln_z_sa,ln_v,ln_v_sa,ln_ipei_q,d4_ln_y_star,dla_y_star,d4_ln_y_star_sm,d4_ln_ipei,i_star,d4_ln_cpi_nosub,d4_ln_y,dla_y,d4_ln_y_sm,d4_ln_cpi_sub,d4_ln_s,d4_ln_bm,i,d4_ln_cpi,d4_ln_z,d4_ln_v,r,d4_ln_ipei_q,dla_ipei,dla_z,dla_s,dla_cpi_nosub,dla_cpi_sub,dla_cpi,dla_bm,dla_v,dla_ipei_q,s_d4_ln_y_star,s_d4_ln_ipei,s_i_star,s_d4_ln_cpi_nosub,s_d4_ln_y,s_d4_ln_cpi_sub,s_d4_ln_s,s_d4_ln_bm,s_i
Comments ->,Producto Interno Bruto Real EEUU (Logaritmo),"Producto Interno Bruto Real EEUU, Suma movil de 4 trimestres (Logaritmo)",脥ndice de Precios de transables (Logaritmo),脥ndice de Precios de transables (Logaritmo),Indice Inflaci贸n No subyacente (Logaritmo),Producto dom閟tico de Guatemala,Producto Interno Bruto Real Guatemala (Logaritmo),Producto Interno Bruto Real Guatemala (Logaritmo),"Producto Interno Bruto Real Guatemala, Suma movil de 4 trimestres (Logaritmo)",Indice Inflaci贸n Subyacente Optima MSE (Logaritmo),Indice Inflaci贸n Subyacente Optima MSE (Logaritmo),Tipo de cambio nominal,Tipo de cambio nominal,Tipo de Cambio Nominal (Logaritmo),Base Monetaria,Base Monetaria,Base Monetaria (Logaritmo),Base Monetaria (Logaritmo),Indice de Precios al Consumidor (Logaritmo),Indice Tipo de Cambio Real (Logaritmo),Indice Tipo de Cambio Real (Logaritmo),Velocidad de circulacion de la Base Monetaria(Logaritmo),Velocidad de circulacion de la Base Monetaria(Logaritmo),脥ndice de Precios de Transables GTQ (Logaritmo),Tasa de Variaci贸n Interanual del PIB de EEUU,Tasa de variaci髇 intertrimestral anualizada del PIB de EEUU,Tasa de Variaci贸n Interanual de la suma de 4 Trimestres del PIB de EEUU,Tasa de Variaci贸n Interanual del 脥ndice de Precios de Transables,Tasa de Interes de fondos federales,Inflacion No Subyacente Interanual,Tasa de Variaci贸n Interanual del PIB de Guatemala,Tasa de variaci髇 intertrimestral anualizada del PIB de Guatemala,Tasa de Variaci贸n Interanual de la suma de 4 Trimestres del PIB de Guatemala,Inflaci贸n Subyacente Optima MSE Interanual,Tasa de Variaci贸n Interanual del Tipo de Cambio Nominal,Tasa de Variaci贸n Interanual de la Base Monetaria,Tasa de Interes Lider de Politica Monetaria,Inflacion Total Internual,Tasa de Variaci贸n Interanual del Tipo de Cambio Real,Tasa de Variaci贸n Interanual de la Velocidad de circulacion de la Base Monetaria,Tasa de interes real de Politica Monetaria,Tasa de Variaci贸n Interanual del 脥ndice de Precios de Transables en GTQ,Tasa de Variaci贸n Intertrimestral Anualizada del 脥ndice de Precios de Transables,Tasa de Variaci贸n Intertrimestral Anualizada del Tipo de Cambio Real,Tasa de Variaci贸n Intertrimestral Anualizada del Tipo de Cambio Nominal,Inflacion No Subyacente Intertrimestral Anualizada,Inflacion Subyacente Optima MSE Intertrimestral Anualizada,Inflacion Total Intertrimestral Anualizada,Tasa de Variaci贸n Intertrimestral Anualizada de la Base Monetaria,Tasa de Variaci贸n Intertrimestral Anualizada de la Velocidad de circulacion de la Base Monetaria,Tasa de Variaci贸n Intertrimestral Anualizada del 脥ndice de Precios de Transables en GTQ,Shock de crecimiento externo,Shock de precios de transables,Shock de tasa de interes externa,Choque de inflacion no subyacente,Choque de demanda agregada,Choque de inflacion subyacente,Choque cambiario nominal,Choque monetario,Choque de Politica Monetaria
Class[Size] ->,tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],,tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],,tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1],tseries[111-by-1]
.endhist,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2,2024Q2
2005Q1,967.05903,3861.02003,466.28397,466.8969369,-0.13698,79263.99744,1128.05393,1124.829002,4487.95348,492.87762,492.5736777,7.699774171,7.671129429,204.1191,17872.08719,17615.1017,979.09954,977.697922,370.73518,0.70744,1.219615527,-4.87225,-3.61021106,670.40307,2.98321,1.95666,2.91407,7.23952,2.66,-0.00104,5.11207,6.12491,5.01671,5.25502,-1.07118,16.8726,2.63667,5.25398,0.91331,-6.5055,-3.33988,6.16834,11.85499,2.00625,-4.20833,-1.09168,8.21998,4.44619,20.60606,-12.95599,7.64667,0.64882,1.06734,0.05301,-0.2616,0.05513,0.0806,-0.24524,0.34224,-0.02444
2005Q2,967.55073,3864.32535,468.12732,467.558028,0.20104,77149.50178,1125.35004,1126.309176,4493.25427,494.37418,494.2293481,7.603327649,7.631866614,202.8586,18374.38584,18439.27731,981.87129,982.2505827,372.47232,0.64959,-0.259815371,-6.07569,-5.004373729,670.98592,3.30533,0.4917,3.03972,7.31049,3.13667,0.20104,5.30079,-2.70389,5.12184,5.71215,-0.94874,17.08863,2.85985,5.9132,0.64959,-6.07569,-3.41553,6.36175,7.3734,-0.23137,-5.042,1.35209,5.98624,6.94856,11.087,-4.81376,2.3314,0.96435,0.49289,0.43298,-0.21096,0.0541,0.09176,-0.18978,0.67838,-0.05437
2005Q3,968.33146,3868.04359,470.26472,469.4872308,0.55751,75770.30195,1123.54617,1126.226778,4498.87916,495.73727,495.9221465,7.599986721,7.618846491,202.81465,18569.37876,18935.74243,982.92692,984.8052705,374.53492,0.19319,-0.202542257,-4.65163,-5.317075085,673.07937,3.71823,0.78073,3.24379,7.89028,3.62333,0.55751,5.6249,-1.80387,5.27909,6.23659,-1.46049,16.51311,3.33671,6.7941,0.19319,-4.65163,-3.31676,6.42978,8.5496,-1.8256,-0.1758,1.42587,5.45236,8.2504,4.22252,5.69626,8.3738,1.23432,0.78347,0.43351,-0.07587,0.10006,0.16498,-0.63434,0.34747,0.04688
2005Q4,968.88515,3871.82637,471.00826,471.6821316,0.78809,78863.6034,1127.54751,1126.977554,4504.49765,497.51997,497.7718343,7.633262177,7.617667958,203.25153,19878.9766,19699.9485,989.7418,988.8112862,376.97313,-0.72308,0.06042994,-5.11119,-6.861735339,674.25979,3.78278,0.55369,3.44739,7.68804,4.04667,0.65215,5.61849,4.00134,5.41406,6.69735,-1.91965,15.79377,3.90152,7.3495,-0.92896,-3.47794,-2.97765,5.76839,2.97416,-3.66511,1.74752,0.92232,7.1308,9.75284,27.25952,-1.83827,4.72168,1.11565,0.24396,0.37957,-0.18497,0.06256,0.16838,-0.85896,0.50491,0.08621
2006Q1,970.22156,3874.9889,471.33099,472.1441745,0.19938,83159.99651,1132.85217,1129.859016,4509.29589,499.81227,499.5286588,7.616664925,7.583742684,203.03386,21062.79094,20774.02369,995.52633,994.1538063,378.00619,-2.26543,-1.638310371,-9.56615,-8.160973408,674.36485,3.16253,1.33641,3.49222,5.04702,4.66333,0.33636,4.79824,5.30466,5.3356,6.93465,-1.08524,16.42679,4.25,7.27101,-2.97287,-4.6939,-2.42141,3.96178,1.29092,-6.1694,-0.87068,-2.35484,9.1692,4.13224,23.13812,-17.81982,0.42024,0.46676,-1.6779,0.60472,-0.35282,-0.15909,0.09266,-0.47563,1.77267,-0.04066
2006Q2,970.48049,3877.91866,473.90189,473.1726882,0.70035,79399.40075,1128.22461,1129.214099,4512.17046,501.15338,501.0315977,7.593322935,7.621029963,202.72693,21822.0477,21943.07823,999.06761,999.6925427,379.75083,-0.48671,-1.559815695,-13.61824,-12.61981602,676.62882,2.92976,0.25893,3.39833,5.77457,4.98667,0.49931,2.87457,-4.62756,4.72905,6.7792,-0.13167,17.19632,4.45152,7.27851,-1.1363,-7.54255,-2.2286,5.6429,10.2836,7.11491,-1.22772,2.00389,5.36444,6.97856,14.16512,-16.20836,9.05588,0.50921,1.02002,0.34097,-0.22466,-1.85958,-0.1517,0.38949,2.67551,-0.09329
2006Q3,970.6298,3880.217,475.06384,474.260971,0.413,80781.30145,1129.95008,1132.543594,4518.57437,502.24951,502.384158,7.589987162,7.611238819,202.68299,22128.27098,22503.77847,1000.46113,1002.079295,380.90265,-1.65159,-2.019046878,-9.26969,-9.838523712,677.74683,2.29834,0.14931,3.04335,4.79912,5.32,-0.14451,6.40391,1.72547,4.9238,6.51224,-0.13166,17.53421,4.92857,6.36773,-1.84478,-4.61806,-1.44573,4.66746,4.6478,-4.65952,-0.17576,-1.14941,4.38452,4.60728,5.57408,17.39422,4.47204,-0.01892,-0.04821,0.3811,-0.88432,2.62755,-0.35737,-1.04478,1.58617,0.13669
2006Q4,971.48602,3882.81787,473.01608,473.669292,-0.34656,85047.20209,1135.09617,1134.239982,4526.12303,503.22731,503.4634903,7.606665482,7.59279028,202.90249,24334.28402,24111.21988,1009.96415,1008.996777,381.54582,-4.77164,-3.975004281,-12.07754,-14.10796119,675.91857,2.60087,0.85622,2.74788,2.00782,5.26333,-1.13465,7.54866,5.14609,5.40634,5.70734,-0.34904,20.22235,5,4.57269,-4.04856,-6.96635,-0.55194,1.65878,-8.19104,-12.48023,0.878,-3.03824,3.9112,2.57268,38.01208,-11.23143,-7.31304,0.5638,-2.60587,-0.06719,-0.91032,1.80268,-0.69125,-1.4694,3.80586,0.00559
2007Q1,971.78625,3884.38256,473.90224,474.9079316,0.95877,88341.80347,1138.89687,1136.293487,4532.16773,505.46568,505.2308658,7.689995513,7.653281182,203.99202,25309.52788,24980.24697,1013.89362,1012.558197,384.41899,-4.38943,-3.656450722,-16.23533,-14.51311698,677.89426,1.56469,0.30023,2.34841,2.57125,5.34667,0.75939,6.0447,3.8007,5.71796,5.65341,0.95816,18.36729,5.00758,6.4128,-2.124,-6.66918,-0.48502,3.52941,3.54464,1.52884,4.35812,5.22132,8.95348,11.49268,15.71788,-16.63114,7.90276,-0.60663,1.09906,0.18479,1.24826,1.37556,-0.33411,1.55329,0.37394,-0.11436
2007Q2,972.39601,3886.29808,476.75182,475.8455679,0.56835,85226.50023,1135.30677,1136.294427,4539.24989,506.85301,506.7612618,7.659982506,7.689792663,203.60097,25448.92802,25641.04768,1014.44289,1015.320777,385.31846,-2.46237,-3.683915539,-16.21173,-15.31212388,680.35279,1.91552,0.60976,2.09486,2.84993,5.29333,-0.132,7.08216,-3.5901,6.76986,5.69963,0.87404,15.37528,5.42857,5.56763,-1.97566,-2.59349,-0.059,3.72397,11.39832,7.70827,-1.5642,-1.56167,5.54932,3.59788,2.19708,0.0944,9.83412,0.20399,0.24312,-0.01334,-1.07073,1.73457,0.11587,-0.83464,-0.58322,0.12034
2007Q3,972.97054,3888.63882,478.52647,477.7492314,0.46308,85488.19712,1135.61336,1138.127463,4544.91317,508.37785,508.4490272,7.679982742,7.701875962,203.86173,26348.11726,26729.53714,1017.91521,1019.282015,387.08107,-3.13856,-3.444353903,-14.93215,-15.41655797,682.3882,2.34074,0.57453,2.10546,3.46263,4.94,0.05008,5.66328,0.30659,6.5847,6.12834,1.17874,17.45408,5.50833,6.17842,-1.48697,-5.66246,-0.39483,4.64137,7.0986,-2.70476,1.04304,-0.42109,6.09936,7.05044,13.88928,5.11834,8.14164,0.47354,0.40912,-0.33072,-0.01002,0.05441,0.45669,0.51856,4.37224,-0.01208
2007Q4,973.59679,3890.74959,481.65794,482.3380449,0.92204,89195.00328,1139.85803,1138.650234,4549.67503,510.14369,510.3555311,7.663227962,7.646694892,203.64333,26943.60886,26699.01517,1020.15014,1019.180638,389.7308,-2.30532,-1.511758174,-10.58529,-13.02483722,685.30127,2.11077,0.62625,1.98293,8.64186,4.10667,1.2686,4.76186,4.24467,5.888,6.91638,0.74084,10.18599,6.01569,8.18498,2.46632,1.49225,-0.88183,9.3827,12.52588,3.33293,-0.8736,1.83584,7.06336,10.59892,8.93972,17.38741,11.65228,0.05488,5.48747,-0.74088,0.45207,-0.01541,0.59248,1.20575,-3.63645,0.13041
2008Q1,973.16904,3892.13238,484.97957,486.0489916,1.63694,90929.60366,1141.78409,1139.61974,4552.56225,513.17542,513.0019564,7.686591137,7.650479045,203.94774,27033.44548,26691.96626,1020.48301,1019.173256,392.8069,-1.06612,-0.323409254,-12.22776,-10.08674472,688.92731,1.38279,-0.42775,1.93746,11.07733,2.91333,0.67817,2.88722,1.92606,5.09863,7.70974,-0.04428,6.58939,6.5119,8.38791,3.32331,4.00757,-1.14729,11.03305,13.28652,4.9568,1.21764,2.8596,12.12692,12.3044,1.33148,-6.56986,14.50416,-0.57105,4.53178,-1.07802,-0.77987,-1.0115,0.73044,0.09417,-0.97428,0.22313
2008Q2,973.76278,3893.49915,490.95263,489.8891414,3.06527,90145.10241,1140.91759,1141.922538,4558.17307,515.73189,515.6654206,7.486531454,7.52214169,201.31056,26330.87542,26561.80371,1017.84975,1018.888451,396.69426,0.56915,-0.705253005,-5.12889,-4.197115948,692.26319,1.36677,0.59374,1.80027,14.20081,2.27333,2.49692,5.61082,-0.8665,4.73079,8.87888,-2.29041,3.40686,6.75,11.3758,3.03152,11.08284,-1.96801,11.9104,23.89224,6.54111,-10.54872,5.71333,10.22588,15.54944,-10.53304,28.39548,13.34352,-0.26404,5.53659,-0.55166,1.36572,3.01883,0.53503,0.01681,-1.1804,-0.31434
2008Q3,973.23611,3893.76472,491.87361,491.2448703,3.40976,88192.29677,1138.72749,1141.12185,4561.2872,518.11954,518.1332236,7.43663826,7.452620876,200.64189,26881.91676,27230.09755,1019.92091,1021.109118,399.76944,-2.75295,-2.937397209,-4.08203,-4.654140423,692.5155,0.26557,-0.52667,1.28148,13.34714,2.02,2.94668,3.11413,-2.1901,4.09351,9.74169,-3.21984,2.0057,7.12681,12.68837,0.38561,10.85012,-1.96807,10.1273,3.68392,-13.2884,-2.67468,1.37795,9.5506,12.30072,8.28464,4.18746,1.00924,-1.35813,3.26223,-0.11999,0.56332,0.52529,0.43379,-0.52202,0.55002,-0.22019
2008Q4,971.02304,3891.19097,479.03898,479.6995574,1.87834,91738.90205,1142.67018,1141.158894,4564.09935,519.66687,519.8492142,7.626306103,7.602798594,203.16036,27605.13541,27374.00453,1022.57571,1021.672662,400.21028,-14.93043,-14.20279892,-0.67553,-3.565521936,682.19934,-2.57375,-2.21307,0.11035,-2.61896,0.29333,0.9563,2.81215,3.94269,3.60608,9.52318,-0.48297,2.42557,7.25,10.47948,-12.62511,9.90976,0.48972,-3.10193,-51.33852,-48.70995,10.07388,-6.12568,6.18932,1.76336,10.6192,13.62597,-41.26464,-3.70881,-10.00665,-1.5583,0.34273,2.70499,0.12698,0.86024,-0.08147,0.23539
2009Q1,969.88161,3887.90354,473.8482,474.7601521,0.30544,90819.79977,1141.66326,1139.913272,4563.97852,520.76008,520.6502051,7.962822321,7.933067695,207.47835,27085.11245,26724.5198,1020.67395,1019.310844,399.06006,-16.25154,-15.60965392,-4.95487,-2.239883271,681.32655,-3.28743,-1.14143,-1.05721,-11.13137,0.20333,-1.3315,-0.12083,-1.00692,2.85407,7.58466,3.53061,0.19094,6.87727,6.25316,-15.18542,7.27289,2.56806,-7.60076,-20.76312,-5.28444,17.27196,-6.2916,4.37284,-4.60088,-7.60704,-17.11734,-3.49116,-3.16259,-6.85962,0.04781,-1.06485,-0.52835,-0.62565,1.01067,-3.16457,-0.11865
2009Q2,969.70229,3883.84305,476.266,475.1992041,-0.42282,89285.9036,1139.95989,1140.910404,4563.02082,521.36739,521.3053241,8.106649088,8.154158771,209.26846,28420.12216,28675.65878,1025.48527,1026.548658,398.84167,-11.79508,-13.00025252,-8.08661,-7.134216629,685.53446,-4.06049,-0.17932,-2.41402,-14.68663,0.20333,-3.48809,-0.9577,-1.70337,1.21194,5.6355,7.9579,7.63552,5.80303,2.14741,-12.36423,-2.95772,2.96126,-6.72873,9.6712,17.82587,7.16044,-2.91303,2.42924,-0.87356,19.24528,-12.52696,16.83164,-3.61896,-3.54714,0.19756,-1.67502,0.15495,-0.35617,2.22944,4.81797,-0.27498
2009Q3,970.05326,3880.6602,478.39187,478.0184101,-0.90513,89414.10296,1140.10337,1142.444591,4564.3967,522.09956,522.0826831,8.253133942,8.260154409,211.0593,28905.93453,29300.85511,1027.18022,1028.441241,399.43457,-9.7973,-9.852113957,-5.98544,-6.800302367,689.45117,-3.18285,0.35097,-3.27613,-13.48174,0.13333,-4.31489,1.37588,0.14348,0.77737,3.98002,10.41741,7.25931,4.8643,-0.33487,-7.04435,-1.90341,2.88153,-3.06433,8.50348,7.99112,7.16336,-1.92925,2.92868,2.3716,6.7798,8.4047,15.66684,-2.39829,-0.70368,0.07093,-1.21498,1.43756,-0.33406,2.02449,-2.68422,-0.22399
2009Q4,971.12853,3880.76569,480.29973,480.9397464,-1.72015,93767.90385,1144.85779,1143.12519,4566.58431,522.74986,522.9111564,8.326641553,8.291918536,211.94602,30154.81829,29897.52776,1031.41,1030.485822,399.69478,-7.96701,-7.324703959,-4.23922,-7.404094606,692.24575,0.10549,1.07527,-2.60632,1.26075,0.09667,-3.59849,2.18761,4.75442,0.62124,3.08299,8.78566,8.83429,4.5,-0.5155,6.96342,-3.56369,0.9816,10.04641,7.63144,7.32113,3.54688,-3.26008,2.6012,1.04084,16.91912,6.98485,11.17832,0.50061,10.59692,0.01018,-1.30554,-1.02011,-0.13804,1.14356,0.46056,0.1418
2010Q1,971.61153,3882.49561,482.08065,482.7115513,-0.45204,93561.10208,1144.637,1143.171979,4569.55805,524.09484,524.0287564,8.178728513,8.160999026,210.15367,30754.07239,30341.93799,1033.37777,1031.996032,401.63734,-8.67853,-8.219432253,-11.35019,-8.230228232,692.23432,1.72992,0.483,-1.35198,8.23245,0.11333,-0.75748,2.97374,-0.22079,1.39488,3.33476,2.67532,12.70382,4.5,2.57728,7.57301,-6.39532,-0.19476,10.90777,7.12368,-2.84608,-7.1694,5.07244,5.37992,7.77024,7.87108,-28.44386,-0.04572,0.66589,6.21922,0.01211,1.45103,-0.11899,-0.26432,-2.62654,2.98601,0.12027
2010Q2,972.57475,3885.36807,482.88633,481.9200598,-0.50394,92080.50245,1143.04185,1143.952,4572.64001,525.15399,525.0857189,8.006665642,8.061576383,208.02744,30472.70366,30700.01608,1032.45866,1033.362036,402.54715,-10.20237,-11.21788203,-8.19144,-7.052964781,690.91377,2.87246,0.96322,0.38126,6.62033,0.16,-0.08112,3.08196,-1.59515,2.4048,3.7866,-1.24102,6.97339,4.5,3.70548,1.59271,-0.10483,-0.08686,5.37931,3.22272,-6.09533,-8.50492,-0.20759,4.2366,3.63924,-3.67644,12.635,-5.2822,1.08761,-1.05939,-0.05224,0.56545,-1.19164,-0.07327,-3.30773,-5.15072,-0.14586
2010Q3,973.34285,3888.65766,482.47427,482.3359708,-0.91259,91027.19618,1141.89136,1144.163814,4574.428,526.02078,525.9957489,8.036607167,8.030151795,208.4007,30983.57487,31475.21472,1034.12125,1035.608893,403.34833,-12.29472,-12.26463109,-7.21726,-8.421627238,690.87497,3.28959,0.7681,1.99937,4.0824,0.18,-0.00746,1.78799,-1.15049,2.50782,3.92122,-2.6586,6.94103,4.5,3.91376,-2.49742,-1.23182,0.18677,1.4238,-1.64824,-8.3694,1.49304,-1.63461,3.46716,3.20472,6.65036,3.89674,-0.1552,0.99776,-2.29369,-0.08345,0.37226,-2.19524,-0.0667,-1.56189,-0.43742,0.08393
2010Q4,973.8666,3891.39573,485.2338,485.8323577,-0.94412,96811.99685,1148.05262,1146.2532,4577.62283,526.90082,527.0381549,8.013261045,7.971122056,208.10978,32438.98113,32135.56988,1038.71161,1037.709792,404.62177,-11.02014,-10.47860089,-4.19504,-7.447182492,693.34358,2.73807,0.52375,2.65751,4.93407,0.17667,0.77603,3.19483,6.16126,2.75963,4.15096,-3.83624,7.30161,4.5,4.92699,-3.05313,0.04418,-0.07177,1.09783,11.03812,5.09829,-1.16368,-0.12612,3.52016,5.09376,18.36144,12.08885,9.87444,0.26114,1.12887,-0.02569,0.65371,0.44601,-0.06443,-0.75707,0.01486,0.02132
